39600,11186.638673879,10732.2399999999,2429.99999999998,2816.82901612114,3190.29999999998,2708.59999999998,1.4033219031262e-11,719.999999999983,2.32702745961433e-11,9530.73,5728.09999999996,6646.49999999999,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
43200,13026.9610934418,10732.2399999999,2429.99999999998,4415.86306655835,3190.29999999998,2708.59999999998,1.52766688188422e-11,719.999999999982,2.48689957516035e-11,9530.73,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
46800,14570.0668607931,10732.2399999999,2429.99999999998,5832.127681207,3190.29999999998,2708.59999999998,1.60760293965723e-11,719.999999999982,2.52242671194836e-11,9530.73,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
50400,15710.4560234652,10732.2399999999,2429.99999999998,6716.80398253492,3190.29999999998,2708.59999999998,1.48325796089921e-11,719.999999999982,2.77111666946439e-11,9530.73000000001,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
54000,16240.0114934196,10732.2399999999,2429.99999999998,7050.64603458052,3190.29999999998,2708.59999999998,1.76747505520325e-11,719.999999999982,2.70006239588838e-11,9530.73000000001,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
57600,16456.0047668483,10732.2399999999,2429.99999999998,7122.18013115187,3190.29999999998,2708.59999999998,1.55431223447522e-11,719.999999999982,2.73558953267639e-11,9530.73000000001,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
61200,16306.7349774148,10732.2399999999,2429.99999999998,6821.1761005853,3190.29999999998,2708.59999999998,1.54543045027822e-11,719.999999999982,2.52242671194836e-11,9530.73000000001,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
64800,15650.4429398387,10732.2399999999,2429.99999999998,6194.50362616136,3190.29999999998,2708.59999999998,1.53654866608122e-11,719.999999999982,2.41584530158434e-11,9530.73000000001,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
68400,14381.1064207251,10732.2399999999,2429.99999999998,5179.239411275,3190.29999999998,2708.59999999998,1.52766688188422e-11,719.999999999982,2.1316282072803e-11,9530.73000000001,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
72000,13197.3319548207,10732.2399999999,2429.99999999998,4415.99369117941,3190.29999999998,2708.59999999998,1.58983937126322e-11,719.999999999982,2.06057393370429e-11,9530.73000000001,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
75600,12011.4789124252,10732.2399999999,2429.99999999998,3376.45829557489,3190.29999999998,2708.59999999998,1.33226762955019e-11,719.999999999982,2.22044604925031e-11,9530.73,5728.09999999996,6646.49999999998,622.399999999993,0,0,0,0,0,-1.28941573169847e-13
79200,9997.05939227026,10732.24,2429.99999999998,1697.27394850828,3190.29999999998,2708.59999999998,1.30562227695918e-11,719.999999999982,2.1316282072803e-11,9530.73,5728.09999999996,6409.07205122159,622.399999999992,0,0,0,0,0,-1.28941573169847e-13
82800,7974.05999277604,10732.2399999999,2429.99999999998,219.313711348596,3190.29999999998,2708.59999999998,1.22568621918617e-11,719.999999999982,2.1138646388863e-11,9530.73,5728.09999999996,5812.48108587549,622.399999999992,0,0,0,0,0,-1.28941573169847e-13
86400,6576.40317820604,10732.24,2429.99999999998,8.02913291408913e-11,3190.29999999998,2708.59999999998,1.11022302462516e-11,719.999999999981,2.07833750209829e-11,9530.72999999999,5728.09999999996,3802.52806979403,622.399999999992,0,0,0,0,0,-1.28941573169847e-13
90000,5703.35494410807,10732.2399999062,2429.99999996133,1.36832767339001e-07,3190.29999995461,2708.5999999639,2.15786499779824e-08,719.999999969183,3.94207333442864e-08,8830.22848016175,5728.09999991976,2819.97404585806,622.399999985025,0,0,0,0,0,-2.39152893166723e-10
93600,5115.93955793192,10732.2399999062,2429.99999996132,1.32029198436479e-07,3190.29999995462,2708.59999996391,2.09446682220005e-08,719.999999969215,3.87164078574642e-08,8129.32978220575,5728.09999991974,2323.89139799691,622.39999998503,0,0,0,0,0,-2.39152893166723e-10
97200,4749.54386936282,10732.2399999061,2429.99999996132,1.28775923258218e-07,3190.29999995463,2708.59999996392,2.01326066928686e-08,719.999999969232,3.82065934445563e-08,7688.17171994835,5728.09999991975,1956.09084482844,622.399999985033,0,0,0,0,0,-2.39152893166723e-10
100800,4580.9317653375,10732.2399999061,2429.99999996132,1.2843699437326e-07,3190.29999995463,2708.59999996392,2.01842986768952e-08,719.999999969236,3.7890757198511e-08,7619.00925281998,5728.09999991974,1805.99736798296,622.399999985034,0,0,0,0,0,-2.39152893166723e-10
104400,4842.88816105672,10732.2399999061,2429.99999996132,1.31939614789189e-07,3190.29999995462,2708.59999996391,2.00999217270237e-08,719.999999969226,3.82808451604433e-08,8060.39049620888,5728.09999991974,1994.71527887085,622.399999985032,0,0,0,0,0,-2.39152893166723e-10
108000,5449.79630489126,10732.2399999062,2429.99999996133,1.35902666897891e-07,3190.2999999546,2708.5999999639,2.11695549978685e-08,719.999999969194,3.92470056453931e-08,8665.60161393788,5728.09999991974,2471.96003130071,622.399999985028,0,0,0,0,0,-2.39152893166723e-10
111600,5642.90188809318,10732.2399999062,2429.99999996133,1.37542244260658e-07,3190.29999995461,2708.5999999639,2.12005524247161e-08,719.999999969184,3.98697963532868e-08,8822.14637730599,5728.09999991976,2675.42161072802,622.399999985027,0,0,0,0,0,-2.39152893166723e-10
115200,6549.47827196466,10732.2399998993,2429.99999996131,1.65286095921147e-07,3190.29999995641,2708.59999996459,2.23606910765284e-08,719.999999969373,4.13875156368704e-08,9530.72999996879,5728.09999992354,3508.17281216309,622.399999985031,0,0,0,0,0,-2.39152893166723e-10
118800,8008.60743726056,10732.2399998961,2429.99999996131,127.864495989084,3190.29999995709,2708.59999996487,2.48909337585701e-08,719.99999997069,4.36408242876496e-08,9530.72999998059,5728.09999992425,5605.93785702592,622.399999984997,0,0,0,0,0,-2.39152893166723e-10
122400,10058.6844674698,10732.2399998971,2429.99999996132,1516.54075892179,3190.29999995703,2708.59999996484,2.68228994571018e-08,719.999999970052,4.57800908293393e-08,9530.72999998846,5728.0999999242,6253.43416587067,622.399999984941,0,0,0,0,0,-2.39152893166723e-10
126000,12031.6350993498,10732.2399998949,2429.99999996132,3016.49666294752,3190.29999995702,2708.59999996484,2.83226775366074e-08,719.999999970537,4.80591566542898e-08,9530.72999999754,5728.09999992446,6646.4999999513,622.39999998604,0,0,0,0,0,-2.39152893166723e-10
129600,13869.6232012951,10732.2399998951,2429.99999996135,4630.43013898785,3190.29999995702,2708.59999996483,2.99868574415996e-08,719.999999970442,5.00339325526511e-08,9530.73000000563,5728.09999992447,6646.49999995282,622.399999986018,0,0,0,0,0,-2.39152893166723e-10
133200,15478.1460892012,10732.2399998953,2429.99999996135,5996.61226906064,3190.29999995703,2708.59999996483,3.12454950801566e-08,719.999999970357,5.23968424204213e-08,9530.73000001283,5728.09999992447,6646.49999996185,622.399999985956,0,0,0,0,0,-2.39152893166723e-10
136800,16544.3011246641,10732.2399998952,2429.99999996134,6942.34746158932,3190.29999995703,2708.59999996483,3.17956327933189e-08,719.999999970755,5.3244875175551e-08,9530.73000001783,5728.09999992442,6646.49999996302,622.399999985746,0,0,0,0,0,-2.39152893166723e-10
140400,17056.4429065202,10709.0725007115,2429.99999996134,7149.27843604378,3190.29999995703,2708.59999996483,3.38785888231996e-08,719.999999979831,7.23353821285855e-08,9530.72999965663,5728.09999991918,6669.66749916734,622.399999990027,0,0,0,0,0,-2.39152893166723e-10
144000,17104.3884503069,10732.2399998974,2429.99999996133,7163.18352596396,3190.29999995703,2708.59999996483,3.22113891115805e-08,719.999999968927,5.24487120401318e-08,9530.73000002357,5728.09999992456,6646.49999993875,622.3999999861,0,0,0,0,0,-2.39152893166723e-10
147600,16932.7078148545,10732.2399998953,2429.99999996134,6992.27197539707,3190.29999995703,2708.59999996484,3.18793880182966e-08,719.999999970585,5.31130694980675e-08,9530.73000002387,5728.09999992444,6646.49999995828,622.39999998577,0,0,0,0,0,-2.39152893166723e-10
151200,16353.1829330308,10732.2399998953,2429.99999996134,6437.41024722144,3190.29999995704,2708.59999996484,3.12477155262059e-08,719.999999970302,5.3194426641312e-08,9530.73000002251,5728.09999992445,6646.49999995995,622.399999985945,0,0,0,0,0,-2.39152893166723e-10
154800,15137.0940556003,10732.2399998952,2429.99999996135,5462.72765866653,3190.29999995703,2708.59999996483,3.0462299349665e-08,719.999999970406,5.09835729189945e-08,9530.73000001781,5728.09999992447,6646.49999995386,622.399999986018,0,0,0,0,0,-2.39152893166723e-10
158400,13968.9188874697,10732.2399998951,2429.99999996135,4774.99170880792,3190.29999995703,2708.59999996483,2.95081292733812e-08,719.999999970445,4.9367798737876e-08,9530.73000001373,5728.09999992446,6646.49999995065,622.399999986036,0,0,0,0,0,-2.39152893166723e-10
162000,12650.2338710307,10732.239999895,2429.99999996133,3639.19894325779,3190.29999995702,2708.59999996484,2.82659229355886e-08,719.999999970454,4.83279194440911e-08,9530.73000000783,5728.09999992446,6646.49999994877,622.399999986057,0,0,0,0,0,-2.39152893166723e-10
165600,10478.3811179751,10732.2399998977,2429.99999996132,1916.80782025037,3190.29999995702,2708.59999996484,2.61425547876115e-08,719.999999969635,4.66235050566866e-08,9530.72999999693,5728.0999999242,6548.00733202743,622.399999984862,0,0,0,0,0,-2.39152893166723e-10
169200,8398.68404449636,10732.2399998969,2429.99999996132,520.330383907692,3190.29999995706,2708.59999996486,2.43645992270558e-08,719.999999970122,4.45322001496606e-08,9530.72999998733,5728.09999992422,5944.20073186374,622.399999984963,0,0,0,0,0,-2.39152893166723e-10
172800,6964.65275993894,10732.2399998994,2429.9999999613,1.66020441838555e-07,3190.29999995638,2708.59999996457,2.26785701329391e-08,719.99999996929,4.22318180426373e-08,9530.72999997233,5728.09999992354,4325.52034218288,622.399999985023,0,0,0,0,0,-2.39152893166723e-10
