300,200.0000000016,2379.59999999725,1849.79999999891,1186.79999999881,200.000000009871,1252.09999999913,1007.99999999924,2144.59999999878,200.000000004294,327.105878328056,622.399999998217,2375.9999999974,409.999999998155,1689.99999991745,213.750000001177,213.750000000525,213.750000000643,417.999999967545,213.750000000229,939.599999998598,213.750000000876,213.750000000455,213.750000000286,79.9999999992514,213.75000000084,213.750000001301,213.750000000298,663.59999999933,6778.99999997652,213.750000001538,580.099999999358,675.599999995186,50.0999999991017,213.750000000561,213.750000002605,857.399999999263,213.75000000051,213.750000000229,213.75000000019,213.750000000155,213.750000000415,1173.49999999915,69.2550000012451,213.750000000288,103.500000000743,213.750000000248,33.7500000002221,1.75000000006677,0.900000000099455,12.600000000099,5.20000000006518,1.00000000014261,0.650000000122281,25.5000000000457,30.0000000001488,30.0000000000527,30.0000000000502,47.4375000001536,150.000000000108,89.7375000004282,31.7625000001162,150.000000000016,137.250000000049,150.000000000024,150.000000000044,150.000000000336,150.000000000016,39.3750000000726,139.912500000064,24.7500000000787,150.000000000296,132.00000000015,150.000000000278,150.000000000059,2429.99999999884,2708.59999999874,5.6701310313656e-09,395.96499999968,43.5229999998044,197.00899999975,1.15001341782772e-09,222.600999999741,253.62499999973,73.056999999794,7.26399999981726,149.999999999767,519.879999999636,1.40261136039044e-09,14.6849999998146,52.7829999998011,178.311999999757,78.1499999997921,92.7210000002403,24.630999999811,909.799999999499,328.450999999704,729.589999999562,28.1049999998098,1793.49999999919,113.01599999978,5.95699999981777,13.615999999815,143.137999999769,0.631999999820522,125.480999999775,134.813999999772,454.432999999659,116.799999999778,498.502999999644,5.51799999981796,-8.45971271701274e-05,-5.85576433843129e-05,-15.7112604498604
600,200.000000002932,2379.59999998002,1849.79999998676,1186.79999999069,200.000000129229,1252.09999999094,1007.99999999269,2144.59999998465,200.000000016309,181.40000301598,622.39999999294,2375.99999998038,409.999999994021,1635.22887518946,213.750000001322,213.749999999419,213.749999999745,417.999998256024,213.74999999864,939.599999991782,213.750000000417,213.74999999923,213.749999998787,79.999999998523,213.750000000314,213.750000001717,213.749999998816,663.599999995026,6778.99999958764,213.750000002625,580.099999995604,675.599999981389,50.0999999983271,213.749999999516,213.750000006481,857.399999993679,213.749999999373,213.749999998642,213.749999998542,213.749999998455,213.749999999121,1173.49999999147,69.2550000023453,213.749999998791,103.500000000657,213.749999998689,33.7499999997124,1.74999999964785,0.900000000389308,12.5999999995426,5.19999999951466,1.00000000074414,0.650000001683157,25.4999999993377,29.9999999995597,29.9999999993275,29.9999999993216,47.4374999994645,149.999999998729,89.737499999901,31.7624999994689,149.999999998506,137.249999998662,149.999999998524,149.999999998573,149.9999999993,149.999999998505,39.3749999993176,139.912499998683,24.7499999994214,149.999999999199,131.99999999894,149.999999999153,149.999999998608,2429.99999998302,2708.59999998108,1.11532472146791e-07,381.464999997548,46.0559999998849,192.879999998861,2.2966162305238e-08,236.909999998554,246.266999998489,75.9779999996746,8.47500000014307,149.999999999159,526.398999996539,2.78369327588734e-08,20.0710000000683,61.9639999997729,190.04999999888,71.0459999997091,85.6430000085155,23.8540000000419,909.799999993869,317.703999997992,691.979999995386,26.2110000000254,1793.49999998772,118.486999999378,5.41600000013828,12.3780000001212,143.988999999201,0.574999995891683,128.561999999308,139.161999999235,476.574999996886,113.598999999412,532.619999996495,10.7430000001309,-8.45283494754767e-05,-5.85576433843129e-05,-15.7112604498604
900,200.000000636732,2379.59999883826,1849.79999952781,1186.79999949958,200.000003657863,1252.09999962687,1007.99999967524,2144.59999946936,200.000001700101,181.400070358642,622.399999263904,2375.99999889997,409.999999238962,1370.41428844444,213.750000471988,213.750000206686,213.750000254001,417.999955069415,213.75000008716,939.599999414217,213.750000347365,213.750000178561,213.750000110326,79.9999997056755,213.750000333195,213.750000522344,213.75000011514,663.599999718431,6778.9999881547,213.750000610344,580.099999731236,675.599998014782,50.0999996525733,213.750000220996,213.750001054402,857.39999968778,213.750000201183,213.750000087406,213.75000007132,213.750000057261,213.750000162523,1173.49999963565,69.2550004799327,213.750000111101,103.500000299613,213.750000094891,33.750000086725,1.75000003408859,0.900000083544592,12.6000000372181,5.20000002413684,1.00000011535135,0.650000100584858,25.5000000161827,30.0000000580982,30.0000000191137,30.0000000180973,47.4375000597544,150.000000039503,89.7375001713845,31.7625000447459,150.000000002239,137.250000015742,150.000000005275,150.000000013548,150.000000131656,150.000000002092,39.3750000269998,139.912500021883,24.7500000296443,150.000000115636,132.000000056683,150.000000108329,150.000000019438,2429.99999949114,2708.59999944562,2.54684664469096e-06,366.964999869738,48.589999921112,188.750999898251,5.20997112118948e-07,251.218999888284,238.907999890255,78.8979999158835,9.68599993025373,149.999999904441,532.917999843159,6.31663255035164e-07,25.4559999256357,71.1449999171927,201.788999896189,63.9409999183939,78.5640001201181,23.0759999261777,909.799999782762,306.955999879354,654.370999823691,24.3159999259067,1793.49999964116,123.957999908609,4.87399993088946,11.140999929658,144.839999905277,0.517000009883718,131.641999907387,143.510999905494,498.717999848633,110.398999910782,566.737999837731,15.9679999279666,-8.29471773045043e-05,-5.85576433843129e-05,-15.7112604498604
1200,200.000000090961,2379.59999960835,1849.79999977705,1186.7999998236,200.000000754643,1252.09999984185,1007.99999986977,2144.59999974333,200.000000275024,181.400009633351,622.399999823777,2375.99999962009,409.999999835914,1105.60273951764,213.75000006,213.750000012817,213.750000021339,417.999994043842,213.749999991229,939.59999982716,213.750000038148,213.750000007752,213.749999995425,79.9999999465819,213.750000035597,213.750000068851,213.749999996289,663.59999990456,6778.99999712665,213.750000085399,580.099999913422,675.599999580125,50.0999999380877,213.750000015433,213.750000161693,857.39999988382,213.750000011762,213.749999991275,213.749999988366,213.749999985817,213.750000004838,1173.49999984959,69.2550000755725,213.749999995554,103.500000037881,213.749999992625,33.7500000053803,1.74999999759146,0.900000004889789,12.5999999980588,5.19999999620485,1.00000001021098,0.650000010995721,25.499999993137,30.0000000003639,29.9999999932959,29.9999999931131,47.4374999992943,149.999999987599,89.7375000160102,31.7624999978208,149.999999980836,137.249999984284,149.999999981387,149.99999998289,150.000000004277,149.999999980809,39.3749999939945,139.91249998519,24.7499999956342,150.000000001377,131.999999992116,150.000000000064,149.999999983957,2429.99999972504,2708.59999969495,1.70118710229872e-06,352.464999956946,51.1229999893304,184.621999974968,3.51569617862424e-07,265.527999966284,231.549999969933,81.8189999860137,10.8969999938351,149.999999978686,539.436999936866,4.2479726403144e-07,30.8409999915458,80.3249999861759,213.526999971869,56.8369999887082,71.4850001234214,22.2979999924905,909.799999897084,296.207999962988,616.760999928559,22.4209999924785,1793.49999980217,129.428999980897,4.33199999457571,9.90299999396825,145.690999979151,0.460000008126918,134.72199998033,147.859999978919,520.85999993886,107.198999983285,600.855999930268,21.1919999926156,-8.34938788329964e-05,-5.85576433843129e-05,-15.7112604498604
1500,200.000000176691,2379.59999590465,1849.79999725039,1186.79999810071,200.000004858523,1252.09999813233,1007.99999849987,2144.59999680651,200.000001083431,181.400008429068,622.399998625528,2375.99999596727,409.9999988861,840.787203755754,213.750000007867,213.749999772647,213.749999815414,417.999977075847,213.749999664136,939.59999834804,213.749999899653,213.749999747185,213.74999968527,79.9999997455446,213.749999886887,213.750000051888,213.749999689528,663.599998995214,6778.99997941478,213.750000136065,580.099999117478,675.599997333138,50.0999997277618,213.749999785784,213.750000508353,857.399998710607,213.749999767057,213.749999664391,213.749999649764,213.749999636924,213.74999973245,1173.49999824439,69.255000224266,213.749999685874,103.499999999144,213.749999671157,33.7499999028087,1.74999989225962,0.89999994653383,12.5999998854946,5.19999988226322,1.00000000644299,0.650000010144418,25.4999998488016,29.9999998809528,29.9999998454077,29.9999998444992,47.4374998592862,149.999999705186,89.7374999033701,31.762499866509,149.999999671126,137.249999700331,149.999999673901,149.999999681473,149.999999789016,149.999999670993,39.3749998401833,139.912499702408,24.7499998620539,149.999999774478,131.9999997446,149.999999767862,149.999999686839,2429.99999644936,2708.59999603884,2.31743428003028e-05,337.964999569738,53.6569999878995,180.492999801297,4.81023789689061e-06,279.836999655221,224.190999737054,84.7389999421738,12.1080000498381,149.999999846152,545.954999263899,5.79973900016739e-06,36.2270000135631,89.5059999351637,225.265999735479,49.7319999936668,64.4060018304061,21.5210000352843,909.799998728872,285.460999646945,579.150999215079,20.5270000367804,1793.49999742944,134.899999868375,3.79100007010525,8.66500005602803,146.54199985125,0.401999806728784,137.80199986411,152.208999842919,543.002999268235,103.99799991384,634.973999133002,26.4170000280341,-6.95018982810325e-05,-5.85576433843129e-05,-15.7112604498604
1800,200.000001743772,2379.59999720891,1849.79999901887,1186.79999882703,200.000009414434,1252.09999918543,1007.99999927513,2144.59999891058,200.000004462425,181.400009232744,622.399998078814,2375.99999737892,409.999997984508,575.975715734002,213.750001299342,213.750000606459,213.750000732496,417.999924439057,213.750000286769,939.599998550296,213.750000980641,213.750000531356,213.750000349037,79.9999991727752,213.750000943108,213.750001429311,213.750000361414,663.599999333381,6778.99996301473,213.750001678935,580.099999353907,675.599994438882,50.099998997099,213.750000644964,213.75000276976,857.399999283321,213.750000589591,213.750000287539,213.750000244474,213.750000206646,213.750000487766,1173.49999919581,69.2550013426858,213.750000350793,103.500000823566,213.750000307449,33.7500002571008,1.7500000965344,0.900000138580182,12.6000001207071,5.20000008227106,1.00000019125429,0.650000166916285,25.5000000650117,30.0000001779689,30.0000000733681,30.0000000707076,47.4375001849845,150.000000148431,89.7375004865526,31.7625001425284,150.000000048141,137.250000082269,150.000000056308,150.000000078608,150.000000395162,150.00000004775,39.3750000960483,139.912500099205,24.7500001009437,150.000000352476,132.000000191222,150.000000332909,150.000000094398,2429.99999901944,2708.59999894341,4.11425276070077e-06,323.464999704625,56.1899997755776,176.363999743455,8.42350544871806e-07,294.145999712375,216.832999732806,87.6599997671277,13.3189997886417,149.999999750461,552.473999644227,1.01740837976649e-06,41.6119997795727,98.6869997641937,237.003999727496,42.6269997792433,57.3280001070312,20.7429997855261,909.799999549987,274.712999717491,541.54099964709,18.6319997862914,1793.49999931703,140.370999753056,3.24899979932166,7.42699979448696,147.392999751188,0.344999806293659,140.881999752931,156.556999748769,565.144999640871,100.797999763615,669.091999613486,31.640999782329,-8.19233491711202e-05,-5.85576433843129e-05,-15.7112604498604
2100,200.00000000046,2379.5999999887,1849.79999999339,1186.7999999951,200.000000005424,1252.09999999543,1007.99999999629,2144.59999999235,199.999999999886,181.400001283572,622.399999995456,2375.99999998906,409.999999995876,311.158060493909,213.75000000019,213.74999999966,213.749999999771,417.999999481075,213.749999999349,939.599999995382,213.749999999971,213.749999999591,213.749999999413,79.9999999989278,213.749999999942,213.750000000266,213.749999999426,663.599999997416,6778.99999955016,213.750000000389,580.099999997697,675.599999985842,50.099999998744,213.749999999695,213.75000000064,857.39999999676,213.749999999646,213.74999999935,213.749999999304,213.749999999264,213.74999999955,1173.49999999568,69.2550000007055,213.749999999415,103.500000000204,213.74999999937,33.7499999998795,1.74999999979151,0.899999999850717,12.5999999997948,5.19999999977518,0.999999999902612,0.649999999903003,25.4999999996898,29.9999999998034,29.9999999996852,29.9999999996821,47.4374999997574,149.999999999399,89.7374999999393,31.7624999997588,149.999999999286,137.249999999364,149.999999999295,149.99999999932,149.999999999659,149.999999999285,39.3749999996824,139.912499999375,24.7499999997333,149.999999999615,131.999999999502,149.999999999596,149.999999999338,2429.99999999163,2708.59999999069,5.28558530277223e-08,308.964999998998,58.7239999998462,172.234999999461,1.10215836457428e-08,308.454999999,209.473999999335,90.5799999997383,14.5299999999954,149.999999999537,558.99299999815,1.32430955090967e-08,46.996999999886,107.86799999968,248.742999999202,35.5229999999248,50.2490000041258,19.9659999999773,909.79999999696,263.96499999915,503.931999998337,16.7379999999881,1793.49999999396,145.841999999551,2.70800000002572,6.18900000002157,148.243999999543,0.286999999429941,143.961999999557,160.9059999995,587.287999998054,97.5979999997145,703.209999997661,36.8659999999203,-8.45662697201988e-05,-5.85576433843129e-05,-15.7112604498604
2400,200.000000020635,2379.59999980369,1849.79999987691,1186.79999991006,200.000000159313,1252.09999991496,1007.99999993101,2144.59999985752,200.000000061298,181.400000084302,622.39999992426,2375.99999980783,409.999999934151,200.000000150261,213.750000010903,213.749999995954,213.749999998753,272.988516014696,213.749999988717,939.599999917468,213.750000004156,213.74999999427,213.749999990141,79.9999999813057,213.750000003357,213.750000013574,213.749999990422,663.599999952032,6778.99998433471,213.750000018591,580.099999957281,675.599999848788,50.0999999783061,213.749999996811,213.750000038772,857.39999993979,213.749999995574,213.749999988735,213.749999987746,213.749999986875,213.749999993286,1173.49999991968,69.2550000195199,213.749999990182,103.500000007148,213.749999989192,33.7499999983251,1.74999999691061,0.900000002082801,12.5999999964068,5.19999999596761,1.00000000570112,0.650000003584834,25.4999999943522,29.9999999967224,29.9999999942902,29.9999999942281,47.4374999958885,149.999999989175,89.7375000003854,31.7624999957988,149.999999986844,137.249999988368,149.999999987035,149.999999987554,149.999999994844,149.999999986835,39.3749999942832,139.91249998861,24.7499999952323,149.999999993872,131.999999991195,149.999999993423,149.999999987921,2429.99999984385,2708.59999982616,9.81077619144344e-07,294.46499998211,61.2569999968811,168.104999990109,2.05115568974179e-07,322.763999980319,202.115999987957,93.5009999948362,15.740999999779,149.999999991256,565.511999964954,2.46033238227028e-07,52.3829999974457,117.047999993345,260.480999984263,28.4179999989714,43.1700000770417,19.1879999995603,909.799999943161,253.216999984722,466.321999971232,14.8429999998363,1793.49999988723,151.313999991174,2.1659999981034,4.95100000060073,149.095999991314,0.22999996385436,147.041999991444,165.254999990291,609.429999962174,94.3979999947794,737.327999954079,42.0909999981004,-8.39595045931674e-05,-5.85576433843129e-05,-15.7112604498604
2700,200.000000001723,2379.59999998585,1849.79999999153,1186.79999999367,200.00000001726,1252.09999999411,1007.99999999521,2144.5999999902,200.000000005445,181.400000040079,622.399999994228,2375.99999998624,409.999999994759,200.000000034282,213.750000000997,213.749999999847,213.750000000059,188.100000127878,213.749999999302,939.599999994055,213.750000000472,213.749999999722,213.749999999409,79.999999998436,213.750000000408,213.750000001203,213.749999999433,663.599999996626,6608.48767103762,213.750000001579,580.099999996981,675.599999984347,50.0999999980763,213.749999999915,213.75000000328,857.399999995796,213.749999999826,213.749999999302,213.749999999227,213.749999999162,213.749999999651,1173.49999999443,69.2550000017562,213.749999999412,103.500000000675,213.749999999337,33.7499999999547,1.74999999980481,0.899999999971032,12.5999999997956,5.19999999976077,1.00000000013382,0.650000000141197,25.4999999996377,29.9999999998186,29.999999999633,29.9999999996279,47.4374999997666,149.999999999305,89.7375000001337,31.762499999752,149.999999999128,137.249999999238,149.999999999143,149.999999999182,149.999999999736,149.999999999128,39.3749999996386,139.912499999258,24.7499999997045,149.99999999966,131.99999999945,149.999999999628,149.99999999921,2429.99999998932,2708.59999998812,6.62510046822717e-08,279.964999998798,63.7909999997233,163.975999999296,1.38848932351721e-08,337.072999998553,194.757999999164,96.4209999995849,16.9519999999099,149.999999999356,572.030999997544,1.66252789313148e-08,57.7679999997486,126.228999999457,272.219999998831,21.3139999998951,36.0910000051815,18.4099999999053,909.799999996092,242.469999998959,428.711999998159,12.947999999921,1793.49999999229,156.784999999327,1.62499999978803,3.71399999989585,149.946999999356,0.171999998474777,150.121999999355,169.603999999272,631.572999997288,91.1969999996072,771.445999996687,47.3149999997922,-8.45574305685659e-05,-5.85576433843129e-05,-15.7112604498604
3000,200.000000000289,2379.59999999757,1849.79999999852,1186.7999999989,200.000000003053,1252.09999999897,1007.99999999916,2144.59999999828,200.000000000974,181.400000006457,622.399999999038,2375.99999999763,409.999999999145,200.000000009269,213.750000000159,213.749999999964,213.75,188.100000015671,213.749999999871,939.599999998982,213.75000000007,213.749999999942,213.749999999889,79.9999999997571,213.750000000059,213.750000000194,213.749999999893,663.599999999416,6343.59383930009,213.750000000262,580.099999999478,675.599999997584,50.0999999997197,213.749999999975,213.750000000537,857.399999999269,213.749999999959,213.749999999871,213.749999999859,213.749999999848,213.74999999993,1173.49999999903,69.2550000002802,213.74999999989,103.500000000101,213.749999999877,33.7499999999856,1.74999999995599,0.899999999995769,12.5999999999593,5.19999999995215,1.00000000004238,0.650000000047907,25.4999999999341,29.9999999999644,29.9999999999335,29.9999999999327,47.4374999999547,149.999999999874,89.7375000000139,31.7624999999529,149.999999999844,137.249999999863,149.999999999847,149.999999999853,149.999999999946,149.999999999844,39.3749999999339,139.912499999866,24.7499999999453,149.999999999934,131.999999999899,149.999999999928,149.999999999858,2429.99999999812,2708.59999999791,1.16216369860922e-08,265.464999999803,66.3239999999544,159.846999999884,2.44195774712352e-09,351.381999999738,187.398999999863,99.3419999999294,18.1629999999909,149.999999999891,578.548999999566,2.91819901576673e-09,63.1539999999568,135.409999999902,283.957999999789,14.2089999999944,29.0130000009214,17.6329999999914,909.799999999315,231.721999999829,391.101999999708,11.0539999999976,1793.49999999864,162.255999999882,1.08299999989146,2.47600000001398,150.79799999989,0.1149999993752,153.201999999889,173.951999999873,653.714999999509,87.996999999938,805.563999999394,52.5399999999648,-8.45931666049182e-05,-5.85576433843129e-05,-15.7112604498604
