Datetime,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,Wind
01-Aug-2021 10:45:00,24.564607,3006.106619,959.7134,6601.48313,36.300976,1238.279925,-0.684302,1073.006864,1222.202378
01-Aug-2021 11:00:00,24.728373,2997.396918,1087.658525,6757.120704,28.925439,1238.912617,4.827157,1103.80294,1221.511939
01-Aug-2021 11:15:00,24.679263,2951.188319,1221.718139,6968.614529,28.634937,1238.427086,-0.352545,1095.861261,1194.808653
01-Aug-2021 11:30:00,24.640733,2942.20476,1307.576271,7059.173258,28.566986,1238.17697,-5.601348,1160.656433,1209.50967
01-Aug-2021 11:45:00,24.737031,2948.109218,1436.667868,7150.583782,27.181126,1238.548563,4.463415,1165.324142,1216.412515
01-Aug-2021 12:00:00,24.691033,2917.972803,1601.494355,7241.408113,23.854676,1237.966629,-4.425184,1107.21956,1225.799948
01-Aug-2021 12:15:00,24.687552,2896.632569,1690.107123,7307.581253,23.885491,1237.963129,-3.209749,1150.45369,1268.621678
01-Aug-2021 12:30:00,24.712917,2897.409777,1761.728617,7353.309056,23.942115,1238.22545,1.653985,1123.968522,1360.397968
01-Aug-2021 12:45:00,24.685257,2889.656739,1909.442185,7392.940719,23.862523,1237.913008,-1.389714,1063.025448,1430.326436
01-Aug-2021 13:00:00,24.692374,2919.14914,1996.790643,7415.301738,23.70894,1238.396601,4.025789,1045.770807,1484.251347
01-Aug-2021 13:15:00,24.662893,2954.199606,2041.965146,7408.034701,23.645794,1238.069873,0.235664,1063.942735,1550.111189
01-Aug-2021 13:30:00,24.68574,2958.913926,2045.19402,7427.900388,23.684895,1237.952472,3.755855,1074.593752,1629.723966
01-Aug-2021 13:45:00,24.836037,2955.136885,2041.680512,7408.572706,22.663228,1237.722758,-2.146455,1144.670903,1720.554533
01-Aug-2021 14:00:00,26.259725,2972.964547,2009.833849,7408.816938,22.251833,1237.743161,1.881319,1112.34217,1810.955716
01-Aug-2021 14:15:00,27.418417,3000.120823,2033.770648,7381.373366,23.065462,1238.09899,10.105701,1034.613276,1943.153613
01-Aug-2021 14:30:00,28.825331,3011.246861,2113.379272,7391.455641,22.904473,1237.45818,3.358902,898.209172,2024.528268
01-Aug-2021 14:45:00,29.874818,3011.549979,2135.401872,7389.068393,22.943834,1237.30242,-0.786595,884.160966,2053.842145
01-Aug-2021 15:00:00,31.60646,3018.518796,2072.797163,7374.098279,22.957425,1237.393437,3.977823,868.238343,2144.46023
01-Aug-2021 15:15:00,31.806198,3021.512846,2112.342446,7381.407105,22.916016,1236.921431,4.745662,835.424196,2134.244228
01-Aug-2021 15:30:00,31.810933,3022.656144,2131.6609,7376.695223,22.892138,1236.786419,2.134,787.816726,2117.493645
01-Aug-2021 15:45:00,31.846715,3023.627538,2131.928609,7390.740759,22.965578,1236.706311,2.790348,753.749557,2077.294478
01-Aug-2021 16:00:00,32.043472,3004.966514,2148.706137,7393.636336,22.886239,1236.422096,-0.246827,670.717521,2081.144544
01-Aug-2021 16:15:00,32.109902,2998.395697,2070.286326,7379.708871,22.963299,1236.581305,0.729035,595.430335,2163.124722
01-Aug-2021 16:30:00,32.054107,2995.624567,2046.684883,7336.443952,22.840886,1236.128653,3.116063,565.797321,2138.271018
01-Aug-2021 16:45:00,32.111077,2998.510845,1959.100994,7263.949262,22.904866,1236.360564,0.08314,517.772276,2228.636304
01-Aug-2021 17:00:00,32.119011,3009.35356,1876.970162,7204.104457,22.918483,1236.37704,2.47898,470.068153,2262.298589
01-Aug-2021 17:15:00,32.187898,3017.567214,1911.934427,7238.533551,23.017114,1236.519195,15.117805,464.08325,2081.070274
01-Aug-2021 17:30:00,32.133843,3010.687087,1919.62221,7240.77236,22.89422,1236.203347,1.496043,464.516582,1982.365852
01-Aug-2021 17:45:00,32.148958,3008.857122,1905.29323,7198.964466,22.927736,1236.299672,1.457563,471.323595,1938.340662
01-Aug-2021 18:00:00,32.110634,3009.573765,1866.561852,7160.358396,22.876298,1236.132088,-4.02637,442.28639,1918.626974
01-Aug-2021 18:15:00,32.157161,3013.924965,1826.65105,7063.424155,22.942906,1236.133854,-0.478502,411.166447,1962.745789
01-Aug-2021 18:30:00,32.147047,3016.238484,1857.54165,7012.818852,22.965352,1236.26606,0.209953,344.78159,1933.188527
01-Aug-2021 18:45:00,32.145835,3016.948235,1799.567852,6930.165338,22.917613,1236.35006,-1.97788,318.209479,1918.563416
01-Aug-2021 19:00:00,32.099646,3022.563399,1716.147151,6866.001621,22.865797,1236.163014,-1.538495,291.431617,1957.804337
01-Aug-2021 19:15:00,32.161987,3016.232292,1638.515606,6818.12614,22.921476,1236.550966,0.425294,261.421833,1950.476568
01-Aug-2021 19:30:00,32.145515,3015.503641,1646.522968,6829.280843,22.897664,1236.404646,-1.625718,166.051605,1863.152961
01-Aug-2021 19:45:00,32.166528,3018.484968,1594.615314,6853.905651,23.007561,1236.658519,-1.245374,110.331416,1798.659215
01-Aug-2021 20:00:00,32.342589,3008.334898,1617.573535,6948.999078,29.965932,1237.348649,0.447737,50.436848,1651.324161
01-Aug-2021 20:15:00,31.985265,2956.216463,1652.170969,7030.737925,29.894829,1236.797164,0.224497,14.457143,1581.149211
01-Aug-2021 20:30:00,31.911095,2942.607681,1600.247849,7104.884706,29.917665,1237.000814,1.152728,0.990807,1541.112977
01-Aug-2021 20:45:00,31.788842,2935.602054,1540.891888,7118.599037,29.755222,1236.631555,-0.462192,0,1500.916674
01-Aug-2021 21:00:00,30.858373,2923.954477,1441.687551,7092.258709,34.500907,1236.649561,0.094382,0,1558.150772
01-Aug-2021 21:15:00,28.963513,2909.960142,1338.157936,7014.029697,34.653239,1236.714004,0.859169,0,1601.349322
01-Aug-2021 21:30:00,27.11098,2909.783467,1250.25408,6947.211075,34.710252,1236.719528,0.249795,0,1629.230322
01-Aug-2021 21:45:00,25.15054,2906.865685,1205.725003,6807.138036,33.932541,1236.848096,-2.333345,0,1647.173499
01-Aug-2021 22:00:00,24.406895,2950.239977,1160.817955,6612.414551,19.788317,1237.328972,4.319235,0.007896,1633.198437
01-Aug-2021 22:15:00,24.248063,2952.154981,1108.188497,6498.459619,18.378592,1237.020592,-0.87743,0.00025,1622.334289
01-Aug-2021 22:30:00,24.251445,2953.326917,985.245407,6494.889098,18.472486,1237.165776,0.347985,0.00025,1559.096793
01-Aug-2021 22:45:00,24.242068,2946.990346,882.116393,6457.822175,17.820059,1237.020067,-4.968039,0.00025,1506.519447
01-Aug-2021 23:00:00,24.252453,2970.256028,819.705828,6305.705963,13.713892,1237.169599,-6.1392,0.00025,1507.620387
01-Aug-2021 23:15:00,24.26575,2986.724239,727.069487,6158.394402,13.750769,1237.352926,-2.022179,0.00025,1508.626947
01-Aug-2021 23:30:00,24.2398,2997.836276,617.370446,6103.367976,13.757483,1237.220331,-4.124936,0.00025,1452.968478
01-Aug-2021 23:45:00,24.265195,2999.349479,581.009459,5976.879285,13.695853,1237.473591,-0.667329,0,1413.198845
02-Aug-2021 00:00:00,24.265154,2975.693011,586.949913,5894.802536,13.777585,1237.45494,0.183595,0,1371.578733
02-Aug-2021 00:15:00,24.254656,2907.293825,569.067095,5865.038376,13.697491,1237.435208,-3.576609,0,1338.166833
02-Aug-2021 00:30:00,24.282678,2857.113851,532.474175,5803.653485,13.786257,1237.795744,0.963665,0,1328.810591
02-Aug-2021 00:45:00,24.239757,2795.005737,512.289766,5701.482192,14.26643,1237.622619,-15.059431,0,1356.997962
02-Aug-2021 01:00:00,24.324517,2771.895303,512.726789,5527.392394,18.650875,1237.967485,-1.245173,0,1399.693052
02-Aug-2021 01:15:00,24.317491,2779.308112,527.251335,5387.615773,18.762302,1237.780163,-0.279108,0,1387.050606
02-Aug-2021 01:30:00,24.288951,2775.043645,503.627552,5300.278609,18.825773,1237.732059,-4.979551,0,1391.304425
02-Aug-2021 01:45:00,24.251882,2770.46714,510.942397,5203.956704,18.334574,1237.582982,-5.62682,0,1409.624976
02-Aug-2021 02:00:00,24.284173,2750.885251,506.314961,5082.641096,13.770958,1237.657232,-6.041466,0,1437.612899
02-Aug-2021 02:15:00,24.297013,2745.013587,508.536372,5020.946366,13.786514,1237.819145,0.694322,0,1419.336349
02-Aug-2021 02:30:00,24.312978,2736.116559,507.351096,4961.9833,13.78584,1237.922262,2.916956,0,1432.840143
02-Aug-2021 02:45:00,24.270685,2734.690693,504.046634,4894.775264,13.757505,1237.695199,2.5431,0,1434.037557
02-Aug-2021 03:00:00,24.293445,2725.996748,507.833374,4841.889626,13.772043,1237.88488,6.536691,0,1447.795137
02-Aug-2021 03:15:00,24.273736,2712.011032,502.290901,4812.605702,13.783847,1237.665809,2.405283,0,1457.450239
02-Aug-2021 03:30:00,24.308798,2706.30904,505.21813,4768.625458,13.820969,1238.134537,3.644741,0,1445.278306
02-Aug-2021 03:45:00,24.29816,2717.687104,514.322715,4815.398081,13.840938,1238.334386,5.653499,0,1393.723287
02-Aug-2021 04:00:00,24.237526,2710.472344,505.016752,4851.13333,13.802491,1238.213823,-0.182831,0,1354.348807
02-Aug-2021 04:15:00,24.185838,2732.383294,501.496577,4903.094378,13.83763,1237.892886,-0.484788,0,1280.260578
02-Aug-2021 04:30:00,24.236719,2746.777527,497.986042,4937.279698,13.980077,1238.016734,0.496342,0,1253.368998
02-Aug-2021 04:45:00,24.291674,2755.696862,503.577652,4925.432202,14.114459,1238.283759,0.629547,0,1273.788826
02-Aug-2021 05:00:00,24.274072,2768.479927,502.694203,5004.297346,14.051269,1238.278676,0.231437,0,1255.299733
02-Aug-2021 05:15:00,24.289577,2763.571936,501.354212,5125.316489,13.539992,1238.234117,-0.136786,0,1234.290431
02-Aug-2021 05:30:00,24.291189,2763.221048,497.882683,5170.566937,13.623881,1238.448042,1.695139,0,1248.028025
02-Aug-2021 05:45:00,24.25779,2774.158903,484.943059,5244.826273,13.6279,1238.379027,-0.064031,0,1267.075167
02-Aug-2021 06:00:00,24.343101,2774.903806,486.61735,5347.405655,13.704326,1238.536189,0.53325,0,1273.872625
02-Aug-2021 06:15:00,24.389249,2781.219048,490.40149,5490.143183,13.656885,1238.547669,0.18184,0,1248.861892
02-Aug-2021 06:30:00,24.345472,2781.404257,484.410025,5558.403628,13.717843,1238.515224,0.239834,0,1213.101268
02-Aug-2021 06:45:00,24.373633,2782.039716,488.144061,5585.862923,13.699489,1238.735072,-0.277201,0.20965,1196.124529
02-Aug-2021 07:00:00,24.395968,2792.045797,503.946896,5659.241443,13.745647,1238.928789,2.987726,2.558252,1156.148619
02-Aug-2021 07:15:00,24.391072,2786.225493,500.986337,5764.01446,13.902087,1238.844953,-0.415691,10.453393,1098.591914
02-Aug-2021 07:30:00,24.441544,2791.656235,500.908953,5870.483107,14.519479,1238.832144,-1.178366,28.389329,1051.708694
02-Aug-2021 07:45:00,24.458911,2795.455083,504.753219,5965.77542,14.456689,1238.951078,0.582896,60.244018,1011.881694
02-Aug-2021 08:00:00,24.439654,2815.195609,559.383117,6080.795889,18.099318,1238.895244,-5.768916,111.141051,935.218009
02-Aug-2021 08:15:00,24.506742,2864.666972,542.35875,6140.631261,19.350442,1239.128453,-1.12497,183.03287,903.665347
02-Aug-2021 08:30:00,24.499979,2914.52739,528.396182,6142.464453,19.267587,1238.938016,-3.806385,243.28002,927.690512
02-Aug-2021 08:45:00,24.511568,2959.748727,514.332747,6109.287022,19.231124,1238.576614,-3.918782,283.386267,1001.068894
02-Aug-2021 09:00:00,24.541764,2974.760056,517.463623,6102.115918,19.344165,1238.798457,-6.720354,359.194607,1088.773499
02-Aug-2021 09:15:00,24.564008,2992.374565,542.787081,6049.535066,19.3856,1238.892781,-10.250377,452.474064,1168.057354
02-Aug-2021 09:30:00,24.592249,3010.612834,574.258286,6034.005651,19.38479,1238.846092,-5.888353,498.740921,1222.046137
02-Aug-2021 09:45:00,24.565056,3008.02798,656.16762,6082.770989,19.317383,1238.761749,-4.565326,536.766423,1215.021267
02-Aug-2021 10:00:00,24.522786,3007.742608,721.897171,6105.847909,29.655979,1238.621074,-8.114344,614.009431,1210.641174
02-Aug-2021 10:15:00,24.571015,3023.256712,767.537177,6095.947808,29.583096,1239.042713,-3.800683,710.754019,1244.210807
02-Aug-2021 10:30:00,24.572276,3032.891135,816.528582,6171.086687,29.601955,1238.946622,-5.970822,682.84993,1279.180668
